1,-78.6963363,35.7274132,0.01,"(0.09954323619604111,-0.10814207792282104,-0.03158092498779297)","(0.0,0.01,0.0)",24.974,2024-04-15 12:23:05.304134,3,16
2,-78.6963364,35.7274132,-0.014,"(0.0993310809135437,-0.1081233024597168,-0.031759850680828094)","(0.0,0.0,0.0)",24.973,2024-04-15 12:23:06.317286,3,16
3,-78.6963364,35.7274132,-0.019,"(0.09955718368291855,-0.10812518745660782,-0.03169551119208336)","(0.0,0.0,0.0)",24.972,2024-04-15 12:23:07.328085,3,16
4,-78.6963363,35.727413,0.001,"(0.09967907518148422,-0.1083947941660881,-0.031649284064769745)","(0.0,0.01,0.0)",24.973,2024-04-15 12:23:08.337851,3,16
5,-78.6963361,35.7274129,0.017,"(0.09974657744169235,-0.10792035609483719,-0.03160236403346062)","(0.0,0.01,-0.01)",24.972,2024-04-15 12:23:09.349351,3,16
6,-78.6963361,35.7274129,0.024,"(0.09968609362840652,-0.10760796070098877,-0.032005324959754944)","(0.0,0.01,-0.01)",24.971,2024-04-15 12:23:10.353880,3,16
7,-78.6963362,35.7274129,-0.008,"(0.09996549040079117,-0.10754802078008652,-0.032270900905132294)","(0.0,0.0,0.0)",24.961,2024-04-15 12:23:11.364004,3,16
8,-78.6963361,35.7274127,-0.025,"(0.10032389312982559,-0.10697272419929504,-0.032168544828891754)","(-0.01,0.0,0.0)",24.969,2024-04-15 12:23:12.374743,3,16
9,-78.696336,35.7274127,-0.024,"(0.10009080171585083,-0.10720282793045044,-0.032157015055418015)","(0.0,0.0,0.0)",24.97,2024-04-15 12:23:13.385620,3,16
10,-78.696336,35.7274127,-0.018,"(0.09997779875993729,-0.10681433230638504,-0.032021664083004)","(0.0,0.0,0.0)",24.97,2024-04-15 12:23:14.395754,3,16
11,-78.6963358,35.7274126,-0.006,"(0.1000988706946373,-0.10613393038511276,-0.031752824783325195)","(0.0,0.01,0.0)",24.969,2024-04-15 12:23:15.406773,3,16
12,-78.6963356,35.7274124,0.034,"(0.10019973665475845,-0.10592979192733765,-0.03188374266028404)","(-0.01,0.01,-0.01)",24.969,2024-04-15 12:23:16.417711,3,16
13,-78.6963355,35.7274123,0.054,"(0.09978148341178894,-0.10579536110162735,-0.03206617385149002)","(0.0,0.01,-0.01)",24.968,2024-04-15 12:23:17.428186,3,16
14,-78.6963352,35.7274122,0.079,"(0.09976036101579666,-0.10583014041185379,-0.03187413141131401)","(0.0,0.01,-0.02)",24.969,2024-04-15 12:23:18.438042,3,16
15,-78.696335,35.7274122,0.091,"(0.09975071996450424,-0.10612551867961884,-0.0318424254655838)","(0.0,0.01,-0.02)",24.969,2024-04-15 12:23:19.448632,3,16
16,-78.6963348,35.7274122,0.092,"(0.09969709068536758,-0.10661628842353821,-0.0315743051469326)","(0.0,0.01,-0.01)",24.968,2024-04-15 12:23:20.459594,3,16
17,-78.6963347,35.7274123,0.072,"(0.09979970753192902,-0.10672002285718918,-0.03182580694556236)","(0.0,0.01,0.0)",24.967,2024-04-15 12:23:21.470693,3,16
18,-78.6963347,35.7274123,0.078,"(0.0998290553689003,-0.10635113716125488,-0.03193825110793114)","(0.0,0.0,0.0)",24.97,2024-04-15 12:23:22.481903,3,16
19,-78.6963346,35.7274123,0.095,"(0.09967909753322601,-0.10601846128702164,-0.031782492995262146)","(0.01,0.0,0.0)",24.969,2024-04-15 12:23:23.492741,3,16
20,-78.6963343,35.7274124,0.106,"(0.09978676587343216,-0.10588183999061584,-0.03159545361995697)","(0.01,0.01,-0.01)",24.97,2024-04-15 12:23:24.503107,3,16
21,-78.6963341,35.7274124,0.095,"(0.0998963788151741,-0.10626228153705597,-0.03179088234901428)","(0.0,0.01,0.0)",24.97,2024-04-15 12:23:25.513820,3,16
22,-78.6963341,35.7274126,0.091,"(0.09983411431312561,-0.1063816025853157,-0.03218625485897064)","(0.01,0.0,0.0)",24.967,2024-04-15 12:23:26.524163,3,16
23,-78.6963339,35.7274126,0.089,"(0.1001705750823021,-0.10646399855613708,-0.03208230063319206)","(0.0,0.0,0.0)",24.97,2024-04-15 12:23:27.534379,3,16
24,-78.6963336,35.7274126,0.096,"(0.10056570172309875,-0.10614091902971268,-0.031930867582559586)","(0.0,0.01,-0.01)",24.969,2024-04-15 12:23:28.538311,3,16
25,-78.6963334,35.7274126,0.09,"(0.10034631192684174,-0.10600750893354416,-0.03177443519234657)","(0.0,0.01,0.0)",24.97,2024-04-15 12:23:29.548903,3,16
26,-78.6963335,35.7274126,0.073,"(0.10046915709972382,-0.10625487565994263,-0.03175366669893265)","(0.0,0.0,0.0)",24.969,2024-04-15 12:23:30.559179,3,16
27,-78.6963334,35.7274126,0.074,"(0.10030866414308548,-0.10612316429615021,-0.0318649522960186)","(0.0,0.0,0.0)",24.963,2024-04-15 12:23:31.569553,3,16
28,-78.6963334,35.7274126,0.092,"(0.10013517737388611,-0.10607869178056717,-0.0319066159427166)","(0.0,0.0,0.0)",24.97,2024-04-15 12:23:32.579816,3,16
29,-78.6963332,35.7274125,0.118,"(0.10082834959030151,-0.10529088228940964,-0.032049067318439484)","(-0.01,0.01,-0.01)",24.968,2024-04-15 12:23:33.590918,3,16
30,-78.696333,35.7274124,0.137,"(0.1007082462310791,-0.1051628589630127,-0.031960684806108475)","(-0.01,0.01,-0.01)",24.967,2024-04-15 12:23:34.601746,3,16
31,-78.696333,35.7274124,0.147,"(0.10052292048931122,-0.1055099368095398,-0.03193384408950806)","(-0.01,0.01,-0.01)",24.968,2024-04-15 12:23:35.612709,3,16
32,-78.696333,35.7274124,0.148,"(0.10012854635715485,-0.10533911734819412,-0.032092541456222534)","(0.0,0.0,-0.01)",24.969,2024-04-15 12:23:36.623246,3,16
33,-78.6963329,35.7274124,0.147,"(0.09989358484745026,-0.10525725036859512,-0.03218883275985718)","(0.0,0.0,0.0)",24.969,2024-04-15 12:23:37.626738,3,16
34,-78.6963328,35.7274124,0.162,"(0.09987518191337585,-0.1056341901421547,-0.032336968928575516)","(0.0,0.0,0.0)",24.971,2024-04-15 12:23:38.636347,3,16
35,-78.6963324,35.7274123,0.153,"(0.10008325427770615,-0.10574083030223846,-0.03200419619679451)","(0.0,0.01,0.0)",24.969,2024-04-15 12:23:39.646696,3,16
36,-78.6963323,35.7274123,0.157,"(0.0997694879770279,-0.10557126253843307,-0.032068099826574326)","(0.0,0.01,-0.01)",24.969,2024-04-15 12:23:40.657715,3,16
37,-78.6963321,35.7274122,0.172,"(0.09957683086395264,-0.10528293997049332,-0.03203762322664261)","(0.0,0.01,-0.01)",24.968,2024-04-15 12:23:41.668692,3,16
38,-78.6963319,35.7274122,0.175,"(0.09972250461578369,-0.10523117333650589,-0.0321434885263443)","(0.0,0.01,-0.01)",24.969,2024-04-15 12:23:42.679350,3,16
39,-78.6963317,35.7274121,0.144,"(0.09953585267066956,-0.10513686388731003,-0.032007019966840744)","(0.0,0.01,0.0)",24.97,2024-04-15 12:23:43.689784,3,16
40,-78.6963313,35.7274121,0.137,"(0.099427230656147,-0.10542977601289749,-0.03179626166820526)","(0.01,0.02,0.0)",24.969,2024-04-15 12:23:44.700685,3,16
41,-78.696331,35.727412,0.122,"(0.09948603808879852,-0.1053575947880745,-0.0321156270802021)","(0.0,0.02,0.0)",24.97,2024-04-15 12:23:45.711136,3,16
42,-78.6963309,35.7274119,0.132,"(0.09946345537900925,-0.10506778955459595,-0.032290007919073105)","(0.0,0.01,0.0)",24.972,2024-04-15 12:23:46.721576,3,16
43,-78.6963305,35.7274118,0.142,"(0.09980351477861404,-0.10505392402410507,-0.03214855119585991)","(0.0,0.02,0.0)",24.968,2024-04-15 12:23:47.731981,3,16
44,-78.6963304,35.7274118,0.124,"(0.09958857297897339,-0.10550778359174728,-0.03246833756566048)","(0.0,0.01,0.0)",24.97,2024-04-15 12:23:48.736765,3,16
45,-78.6963303,35.7274118,0.118,"(0.09962960332632065,-0.10614917427301407,-0.032623257488012314)","(0.0,0.0,0.0)",24.969,2024-04-15 12:23:49.747078,3,16
46,-78.6963303,35.7274117,0.091,"(0.0998532623052597,-0.10618048161268234,-0.03288472071290016)","(0.0,0.0,0.0)",24.969,2024-04-15 12:23:50.757328,3,16
47,-78.6963302,35.7274115,0.109,"(0.09997746348381042,-0.1060110554099083,-0.03248824551701546)","(0.0,0.0,0.0)",24.969,2024-04-15 12:23:51.767715,3,16
48,-78.6963301,35.7274116,0.107,"(0.09973777830600739,-0.10597797483205795,-0.03244945406913757)","(0.0,0.0,0.0)",24.968,2024-04-15 12:23:52.778767,3,16
49,-78.6963301,35.7274116,0.104,"(0.09978609532117844,-0.1064336746931076,-0.03266313672065735)","(0.0,0.0,0.0)",24.969,2024-04-15 12:23:53.788851,3,16
50,-78.6963301,35.7274116,0.102,"(0.0998014509677887,-0.10623288154602051,-0.03235498443245888)","(0.0,0.0,0.0)",24.968,2024-04-15 12:23:54.799626,3,16
51,-78.6963299,35.7274116,0.117,"(0.10002778470516205,-0.10558458417654037,-0.03228946402668953)","(0.0,0.0,0.0)",24.968,2024-04-15 12:23:55.809896,3,16
52,-78.6963298,35.7274117,0.152,"(0.0998934879899025,-0.10523159801959991,-0.032132092863321304)","(0.0,0.01,-0.01)",24.969,2024-04-15 12:23:56.820564,3,16
53,-78.6963296,35.7274116,0.192,"(0.10002429038286209,-0.10498674213886261,-0.03179587051272392)","(-0.01,0.02,-0.02)",24.968,2024-04-15 12:23:57.830642,3,16
54,-78.6963296,35.7274117,0.187,"(0.09968314319849014,-0.10553459078073502,-0.03198598325252533)","(0.0,0.02,-0.01)",24.966,2024-04-15 12:23:58.841319,3,16
55,-78.6963296,35.7274119,0.177,"(0.09943968802690506,-0.10586623847484589,-0.032054975628852844)","(0.0,0.01,0.0)",24.969,2024-04-15 12:23:59.846499,3,16
56,-78.6963295,35.7274121,0.159,"(0.0995870977640152,-0.1056981161236763,-0.03193746507167816)","(0.01,0.01,0.0)",24.968,2024-04-15 12:24:00.856513,3,16
