1,-78.6962188,35.7274833,0.045,"(0.12839587032794952,-0.44492340087890625,-0.020406605675816536)","(0.0,0.0,0.0)",24.82,2025-09-08 10:23:30.845976,3,13
2,-78.6962188,35.7274834,0.112,"(0.1279984563589096,-0.4451201260089874,-0.020030027255415916)","(0.0,0.0,0.0)",24.819,2025-09-08 10:23:31.856882,3,13
3,-78.6962188,35.7274836,0.171,"(0.1280590146780014,-0.44476890563964844,-0.020000671967864037)","(0.01,0.01,0.0)",24.82,2025-09-08 10:23:32.867497,3,13
4,-78.6962185,35.727484,0.244,"(0.12795476615428925,-0.44472670555114746,-0.019501464441418648)","(0.02,0.02,0.0)",24.819,2025-09-08 10:23:33.871234,3,13
5,-78.6962183,35.7274841,0.287,"(0.12802933156490326,-0.4446337819099426,-0.019757920876145363)","(0.02,0.02,-0.01)",24.82,2025-09-08 10:23:34.875972,3,13
6,-78.6962181,35.7274843,0.304,"(0.1282564103603363,-0.4449925720691681,-0.019658727571368217)","(0.02,0.03,-0.01)",24.819,2025-09-08 10:23:35.887167,3,13
7,-78.6962181,35.7274846,0.326,"(0.1278957724571228,-0.44536831974983215,-0.02009969763457775)","(0.02,0.02,-0.01)",24.817,2025-09-08 10:23:36.897744,3,12
8,-78.696218,35.7274849,0.292,"(0.12810549139976501,-0.44539088010787964,-0.020406650379300117)","(0.02,0.01,0.0)",24.819,2025-09-08 10:23:37.905578,3,12
9,-78.6962178,35.7274853,0.274,"(0.12799765169620514,-0.4457024335861206,-0.020633844658732414)","(0.02,0.01,0.0)",24.821,2025-09-08 10:23:38.909565,3,12
10,-78.6962177,35.7274854,0.273,"(0.12807424366474152,-0.44616591930389404,-0.020782938227057457)","(0.02,0.0,0.0)",24.82,2025-09-08 10:23:39.914409,3,12
11,-78.6962176,35.7274854,0.267,"(0.12807412445545197,-0.4461066424846649,-0.021118754521012306)","(0.0,0.0,0.0)",24.821,2025-09-08 10:23:40.930808,3,12
12,-78.6962173,35.7274854,0.228,"(0.12822513282299042,-0.44629186391830444,-0.02129320614039898)","(0.0,0.0,0.01)",24.821,2025-09-08 10:23:41.942002,3,13
13,-78.6962173,35.7274854,0.184,"(0.12801526486873627,-0.4464457929134369,-0.021442117169499397)","(0.0,0.0,0.02)",24.822,2025-09-08 10:23:42.952340,3,12
14,-78.6962172,35.7274858,0.156,"(0.12794117629528046,-0.4462973475456238,-0.02144061215221882)","(0.01,0.0,0.02)",24.821,2025-09-08 10:23:43.962371,3,12
15,-78.696217,35.7274859,0.126,"(0.1284317970275879,-0.44627389311790466,-0.02168242074549198)","(0.01,0.0,0.03)",24.821,2025-09-08 10:23:44.973229,3,12
16,-78.6962164,35.7274856,0.177,"(0.12879079580307007,-0.44626864790916443,-0.02136153168976307)","(-0.01,0.01,0.02)",24.818,2025-09-08 10:23:45.979124,3,12
17,-78.6962163,35.7274851,0.273,"(0.1290118396282196,-0.44663006067276,-0.022174427285790443)","(-0.03,0.0,0.01)",24.821,2025-09-08 10:23:46.989749,3,13
18,-78.6962159,35.7274848,0.399,"(0.12905336916446686,-0.4463888704776764,-0.022126341238617897)","(-0.04,0.01,0.0)",24.818,2025-09-08 10:23:47.999690,3,13
19,-78.6962157,35.7274845,0.023,"(0.12868434190750122,-0.44671595096588135,-0.022487664595246315)","(-0.03,0.0,0.0)",24.819,2025-09-08 10:23:49.010884,3,13
20,-78.6962156,35.7274843,0.004,"(0.12855525314807892,-0.4468340575695038,-0.02257099561393261)","(-0.01,0.0,0.01)",24.818,2025-09-08 10:23:50.015289,3,13
21,-78.6962155,35.7274843,-0.01,"(0.12805916368961334,-0.4464140236377716,-0.022217845544219017)","(-0.01,-0.01,0.01)",24.731,2025-09-08 10:23:51.025662,3,13
22,-78.6962153,35.727484,-0.011,"(0.12877340614795685,-0.4476129114627838,-0.022823909297585487)","(-0.01,0.0,0.01)",24.813,2025-09-08 10:23:52.035514,3,13
23,-78.6962152,35.7274841,-0.052,"(0.12822291254997253,-0.4478754699230194,-0.022765977308154106)","(0.0,0.0,0.02)",24.813,2025-09-08 10:23:53.046408,3,13
24,-78.6962152,35.7274836,0.064,"(-0.028894105926156044,-0.49310997128486633,0.044240400195121765)","(-0.08,-0.03,-0.42)",24.514,2025-09-08 10:23:54.057135,3,13
25,-78.6962157,35.7274841,1.116,"(0.032021597027778625,-0.5175582766532898,0.012922219932079315)","(-0.01,-0.07,-1.42)",24.453,2025-09-08 10:23:55.061359,3,12
26,-78.6962165,35.7274839,3.176,"(0.020988497883081436,-0.5090823769569397,0.09423947334289551)","(0.08,0.11,-2.19)",24.411,2025-09-08 10:23:56.071595,3,12
27,-78.6962131,35.7274833,5.745,"(-0.05320719629526138,-0.4083021879196167,-0.04660014063119888)","(-0.03,0.27,-2.36)",24.446,2025-09-08 10:23:57.083681,3,12
28,-78.6962139,35.7274842,8.139,"(0.04165429249405861,-0.4659974277019501,-0.00020847655832767487)","(-0.05,-0.26,-2.39)",24.445,2025-09-08 10:23:58.088630,3,12
29,-78.6962173,35.7274847,10.623,"(0.019221995025873184,-0.4799947440624237,0.08892621845006943)","(-0.28,-0.25,-2.33)",24.437,2025-09-08 10:23:59.098529,3,12
30,-78.696219,35.7274832,13.04,"(-0.01553703285753727,-0.5342848300933838,0.11410755664110184)","(-0.15,0.04,-2.45)",24.43,2025-09-08 10:24:00.109558,3,12
31,-78.6962175,35.7274823,15.503,"(-0.021722113713622093,-0.4879891872406006,0.0649043396115303)","(0.15,0.2,-2.51)",24.4,2025-09-08 10:24:01.119680,3,12
32,-78.6962155,35.7274829,18.004,"(0.020595133304595947,-0.5163922309875488,0.06780485063791275)","(0.18,0.0,-2.54)",24.42,2025-09-08 10:24:02.130554,3,12
33,-78.6962147,35.7274838,20.583,"(0.02329818159341812,-0.5003622770309448,0.06699644029140472)","(0.08,0.02,-2.45)",24.433,2025-09-08 10:24:03.140486,3,12
34,-78.6962142,35.7274838,23.738,"(0.0013511516153812408,-0.5379705429077148,0.09297461062669754)","(-0.07,-0.15,-2.31)",24.405,2025-09-08 10:24:04.151291,3,12
35,-78.6962156,35.7274831,26.135,"(0.0053946468979120255,-0.5421324968338013,0.13822774589061737)","(-0.17,-0.11,-2.48)",24.36,2025-09-08 10:24:05.161881,3,12
36,-78.6962159,35.7274843,28.667,"(0.06346574425697327,-0.5538473725318909,0.11097216606140137)","(0.25,-0.08,-2.5)",24.392,2025-09-08 10:24:06.173649,3,12
37,-78.6962152,35.7274851,31.195,"(0.03710491210222244,-0.4976597726345062,0.11733091622591019)","(0.05,-0.01,-2.46)",24.402,2025-09-08 10:24:07.184914,3,12
38,-78.6962133,35.7274847,33.788,"(0.04161690175533295,-0.4653790593147278,0.05164485424757004)","(-0.15,0.18,-2.33)",24.419,2025-09-08 10:24:08.189999,3,12
39,-78.6962128,35.7274828,36.236,"(0.008304866030812263,-0.47625797986984253,0.10812734067440033)","(-0.11,-0.18,-2.29)",24.369,2025-09-08 10:24:09.200177,3,13
40,-78.6962146,35.727483,38.67,"(0.02636636234819889,-0.43677520751953125,0.13048900663852692)","(-0.02,-0.15,-2.53)",24.415,2025-09-08 10:24:10.210488,3,13
41,-78.6962148,35.7274831,41.158,"(-0.004242630675435066,-0.484262615442276,0.10484772175550461)","(0.0,-0.08,-2.36)",24.362,2025-09-08 10:24:11.222057,3,13
42,-78.6962158,35.7274838,43.643,"(0.012239588424563408,-0.49487701058387756,0.13222402334213257)","(0.1,-0.13,-2.53)",24.395,2025-09-08 10:24:12.226054,3,13
43,-78.6962156,35.7274843,46.043,"(0.009524747729301453,-0.4497910737991333,0.11377770453691483)","(-0.1,0.2,-1.99)",24.393,2025-09-08 10:24:13.230302,3,12
44,-78.6962122,35.7274834,47.766,"(-0.03340831398963928,-0.49818167090415955,0.04249544441699982)","(-0.02,0.24,-1.62)",24.411,2025-09-08 10:24:14.241343,3,12
45,-78.6962122,35.7274836,49.093,"(-0.020094549283385277,-0.5024617314338684,0.05047755688428879)","(0.08,-0.17,-1.1)",24.418,2025-09-08 10:24:15.251671,3,12
46,-78.6962145,35.7274838,49.873,"(0.017271725460886955,-0.49562883377075195,0.10948524624109268)","(0.05,-0.23,-0.46)",24.424,2025-09-08 10:24:16.256199,3,12
