1,-78.6962105,35.7275173,2.977,"(0.12314284592866898,-0.6544145941734314,-0.006318425759673119)","(0.01,0.01,0.01)",25.054,2025-09-08 11:47:36.458282,3,13
2,-78.6962105,35.7275177,2.994,"(0.12302722781896591,-0.6548483967781067,-0.006452042609453201)","(0.02,0.01,0.01)",25.054,2025-09-08 11:47:37.468941,3,13
3,-78.6962103,35.7275179,3.021,"(0.12323996424674988,-0.6555213928222656,-0.006597140803933144)","(0.01,0.01,0.0)",25.053,2025-09-08 11:47:38.478615,3,13
4,-78.6962104,35.7275182,3.01,"(0.12286088615655899,-0.6559383869171143,-0.006972229108214378)","(0.01,0.0,0.0)",25.052,2025-09-08 11:47:39.489090,3,13
5,-78.6962103,35.7275184,3.001,"(0.12269154191017151,-0.6559377312660217,-0.007139021530747414)","(0.01,0.0,0.0)",25.054,2025-09-08 11:47:40.499975,3,14
6,-78.6962102,35.7275187,2.958,"(0.12248820811510086,-0.656258225440979,-0.0068764276802539825)","(0.02,0.0,0.0)",25.055,2025-09-08 11:47:41.510414,3,14
7,-78.6962101,35.7275189,2.916,"(0.1223006471991539,-0.6559516787528992,-0.006902862340211868)","(0.02,0.0,0.01)",25.056,2025-09-08 11:47:42.513794,3,13
8,-78.6962101,35.7275192,2.873,"(0.1225111186504364,-0.6559300422668457,-0.00669974647462368)","(0.03,0.0,0.02)",25.053,2025-09-08 11:47:43.524263,3,13
9,-78.6962097,35.7275192,2.837,"(0.12279628962278366,-0.6560630202293396,-0.006560461595654488)","(0.01,0.01,0.03)",25.053,2025-09-08 11:47:44.534693,3,14
10,-78.6962091,35.727519,2.865,"(0.12338466197252274,-0.6558794379234314,-0.006887441501021385)","(0.0,0.02,0.02)",25.053,2025-09-08 11:47:45.544737,3,14
11,-78.6962088,35.7275189,2.909,"(0.1233622208237648,-0.6560052633285522,-0.006887583062052727)","(-0.01,0.01,0.0)",25.053,2025-09-08 11:47:46.554868,3,14
12,-78.6962084,35.7275191,2.931,"(0.1230839267373085,-0.6558355093002319,-0.0066326092928647995)","(0.0,0.01,0.0)",25.054,2025-09-08 11:47:47.564553,3,14
13,-78.6962081,35.7275193,2.887,"(0.12299101799726486,-0.65569007396698,-0.006585104390978813)","(0.01,0.0,0.0)",25.055,2025-09-08 11:47:48.575647,3,14
14,-78.6962078,35.7275193,2.862,"(0.12322565913200378,-0.6551706194877625,-0.006743861362338066)","(0.0,0.01,0.0)",25.053,2025-09-08 11:47:49.586841,3,14
15,-78.6962075,35.7275194,2.885,"(0.12317352741956711,-0.6549280285835266,-0.00669463723897934)","(0.0,0.01,0.0)",25.055,2025-09-08 11:47:50.597158,3,14
16,-78.6962075,35.7275196,2.927,"(0.12282221019268036,-0.6551486253738403,-0.0067102015018463135)","(0.01,0.0,-0.01)",25.055,2025-09-08 11:47:51.601965,3,14
17,-78.6962072,35.7275198,3.004,"(0.12291613966226578,-0.6550424695014954,-0.006438955664634705)","(0.02,0.01,-0.02)",25.053,2025-09-08 11:47:52.612403,3,14
18,-78.6962072,35.7275202,3.084,"(0.12273801863193512,-0.6552197933197021,-0.006722668185830116)","(0.02,0.0,-0.03)",25.055,2025-09-08 11:47:53.622449,3,14
19,-78.6962071,35.7275203,3.101,"(0.12309649586677551,-0.6550504565238953,-0.007050421088933945)","(0.01,0.0,-0.03)",25.053,2025-09-08 11:47:54.625689,3,14
20,-78.6962067,35.7275202,3.058,"(0.12357233464717865,-0.654850423336029,-0.007098900154232979)","(0.0,0.02,-0.01)",25.055,2025-09-08 11:47:55.636306,3,14
21,-78.6962066,35.7275203,3.006,"(0.12317502498626709,-0.6540715098381042,-0.007164252921938896)","(0.0,0.01,0.0)",25.053,2025-09-08 11:47:56.647278,3,14
22,-78.6962065,35.7275204,2.961,"(0.12316513061523438,-0.6534423828125,-0.007206618785858154)","(0.0,0.01,0.0)",25.051,2025-09-08 11:47:57.657535,3,14
23,-78.6962064,35.7275202,2.895,"(0.12340528517961502,-0.653077244758606,-0.007790658622980118)","(-0.02,0.01,0.01)",25.051,2025-09-08 11:47:58.668799,3,14
24,-78.6962063,35.7275203,2.794,"(0.12273192405700684,-0.6529741883277893,-0.007566362619400024)","(0.0,0.0,0.04)",25.053,2025-09-08 11:47:59.678444,3,14
25,-78.6962063,35.7275204,2.706,"(0.12261895090341568,-0.6524472236633301,-0.007769351825118065)","(0.0,0.0,0.05)",25.051,2025-09-08 11:48:00.689133,3,14
26,-78.6962063,35.7275204,2.617,"(0.1229458600282669,-0.6522318124771118,-0.007800774648785591)","(-0.01,0.0,0.06)",25.053,2025-09-08 11:48:01.699816,3,14
27,-78.6962061,35.7275204,2.592,"(0.12281294167041779,-0.6520459055900574,-0.007502147927880287)","(0.0,0.0,0.05)",25.053,2025-09-08 11:48:02.710402,3,14
28,-78.696206,35.7275206,2.674,"(0.12251032143831253,-0.6516517996788025,-0.007034299895167351)","(0.01,0.0,0.01)",25.052,2025-09-08 11:48:03.721373,3,14
29,-78.6962061,35.7275205,0.02,"(0.122539222240448,-0.6515842080116272,-0.007630897685885429)","(0.0,-0.01,0.0)",25.05,2025-09-08 11:48:04.731852,3,14
30,-78.6962065,35.7275205,0.046,"(0.12222957611083984,-0.6519383192062378,-0.007783764973282814)","(0.0,-0.02,-0.01)",25.053,2025-09-08 11:48:05.743946,3,14
31,-78.6962063,35.7275204,0.083,"(0.12243576347827911,-0.6520407795906067,-0.0077899787575006485)","(0.0,0.0,-0.01)",25.04,2025-09-08 11:48:06.753869,3,14
32,-78.6962064,35.7275204,0.132,"(0.12293501198291779,-0.6520101428031921,-0.007893016561865807)","(0.01,0.0,-0.03)",25.052,2025-09-08 11:48:07.765338,3,14
33,-78.6962063,35.72752,0.137,"(0.12275439500808716,-0.6521355509757996,-0.008418954908847809)","(0.0,0.0,-0.02)",25.047,2025-09-08 11:48:08.776744,3,14
34,-78.6962065,35.7275193,0.204,"(0.09856314212083817,-0.6567592620849609,-0.002434702590107918)","(-0.14,0.0,-0.17)",24.774,2025-09-08 11:48:09.787140,3,13
35,-78.6962073,35.7275185,0.872,"(0.004588305950164795,-0.7054880261421204,0.05334524065256119)","(-0.02,0.0,-1.12)",24.754,2025-09-08 11:48:10.797622,3,13
36,-78.6962079,35.7275178,2.565,"(0.013596564531326294,-0.7330742478370667,0.11931544542312622)","(0.08,0.01,-2.27)",24.69,2025-09-08 11:48:11.808539,3,13
37,-78.6962076,35.7275174,5.083,"(-0.024303751066327095,-0.6906906962394714,0.09835583716630936)","(-0.11,-0.07,-2.54)",24.709,2025-09-08 11:48:12.819432,3,13
38,-78.6962078,35.7275172,7.632,"(-0.017399782314896584,-0.6310860514640808,0.09736117720603943)","(0.0,-0.08,-2.61)",24.725,2025-09-08 11:48:13.830870,3,13
39,-78.6962077,35.7275165,10.18,"(-0.07279719412326813,-0.6582018733024597,0.11345899850130081)","(0.04,0.12,-2.32)",24.653,2025-09-08 11:48:14.842706,3,13
40,-78.6962067,35.7275166,12.742,"(-0.08488870412111282,-0.6579254269599915,0.12765271961688995)","(0.07,0.03,-2.31)",24.654,2025-09-08 11:48:15.853314,3,13
41,-78.6962055,35.727518,15.271,"(-0.08343356102705002,-0.6260530948638916,0.0876716822385788)","(0.22,0.05,-2.37)",24.654,2025-09-08 11:48:16.863221,3,13
42,-78.6962046,35.7275203,17.686,"(-0.0424792543053627,-0.5801025032997131,0.021701812744140625)","(0.13,0.05,-2.37)",24.628,2025-09-08 11:48:17.873282,3,14
43,-78.6962052,35.7275209,20.124,"(-0.04193075746297836,-0.5780699849128723,0.02840639092028141)","(0.02,-0.1,-2.43)",24.62,2025-09-08 11:48:18.883588,3,13
44,-78.6962085,35.7275204,22.614,"(-0.05404975265264511,-0.5790218114852905,0.13460323214530945)","(-0.25,-0.06,-2.54)",24.674,2025-09-08 11:48:19.893841,3,13
45,-78.6962097,35.7275189,25.076,"(-0.07610902190208435,-0.5995005369186401,0.11489398032426834)","(-0.05,0.17,-2.47)",24.649,2025-09-08 11:48:20.904576,3,13
46,-78.6962074,35.7275182,27.498,"(-0.08293234556913376,-0.5921776294708252,0.05217234417796135)","(0.15,0.19,-2.54)",24.629,2025-09-08 11:48:21.915618,3,13
47,-78.6962059,35.727519,29.993,"(-0.027216048911213875,-0.5912743210792542,0.05318325757980347)","(0.16,-0.08,-2.64)",24.636,2025-09-08 11:48:22.932668,3,13
48,-78.6962057,35.7275199,32.565,"(-0.04383985698223114,-0.6102919578552246,0.07659409195184708)","(-0.02,0.0,-2.52)",24.648,2025-09-08 11:48:23.950019,3,13
49,-78.696205,35.7275198,35.088,"(-0.04880634695291519,-0.6249300241470337,0.07517904043197632)","(-0.08,-0.05,-2.41)",24.615,2025-09-08 11:48:24.960939,3,13
50,-78.6962057,35.7275197,38.206,"(-0.03822924941778183,-0.5989678502082825,0.062200166285037994)","(0.01,-0.03,-2.45)",24.586,2025-09-08 11:48:25.971551,3,13
51,-78.6962065,35.7275196,40.681,"(-0.04419030249118805,-0.614272952079773,0.07181259244680405)","(0.02,-0.09,-2.48)",24.564,2025-09-08 11:48:26.981328,3,13
52,-78.6962065,35.7275185,43.367,"(-0.08905380219221115,-0.6029894351959229,0.1019274890422821)","(-0.07,-0.05,-2.47)",24.638,2025-09-08 11:48:27.991309,3,14
53,-78.6962066,35.7275186,45.671,"(-0.050785526633262634,-0.5889930725097656,0.080120749771595)","(0.11,0.0,-2.06)",24.616,2025-09-08 11:48:28.995655,3,14
54,-78.6962062,35.7275193,47.58,"(-0.053785741329193115,-0.6103795170783997,0.06779173016548157)","(0.1,0.02,-1.63)",24.663,2025-09-08 11:48:30.005821,3,14
55,-78.6962058,35.7275191,48.958,"(-0.061891503632068634,-0.5781789422035217,0.06182634085416794)","(0.0,0.0,-1.1)",24.702,2025-09-08 11:48:31.016456,3,14
56,-78.6962054,35.7275186,49.72,"(-0.07552975416183472,-0.5922008752822876,0.05326920002698898)","(0.0,0.02,-0.58)",24.66,2025-09-08 11:48:32.026841,3,14
57,-78.6962063,35.7275187,49.959,"(-0.00964890606701374,-0.5757058262825012,0.08427789807319641)","(0.09,-0.1,-0.03)",24.679,2025-09-08 11:48:33.037486,3,13
58,-78.6962063,35.7275191,49.967,"(-0.03727938234806061,-0.5668789148330688,0.061290860176086426)","(0.0,0.04,-0.06)",24.672,2025-09-08 11:48:34.048038,3,13
59,-78.6962067,35.7275191,50.03,"(-0.07337213307619095,-0.5946289300918579,0.07999760657548904)","(0.01,-0.09,0.02)",24.693,2025-09-08 11:48:35.058366,3,13
60,-78.6962131,35.7275184,49.715,"(-0.11446980386972427,-0.5652944445610046,-0.16975396871566772)","(-0.26,-1.36,0.85)",24.736,2025-09-08 11:48:36.062560,3,13
